,Arolla / Météo1 (Arolla - Température - C°),C: Arolla / Météo1 (Arolla - Température - C°) (1. Année précédente),C: Arolla / Météo1 (Arolla - Température - C°) (2. Année précédente),C: Arolla / Météo1 (Arolla - Température - C°) (3. Année précédente),C: Arolla / Météo1 (Arolla - Température - C°) (4. Année précédente)
5/5/2019 2:45,-6.475,3.431504,-7.037,-2.312,11.863
5/5/2019 3:00,-6.475,3.425,-7.037,-2.312,11.863
5/5/2019 3:15,-6.88,3.425,-7.249189,-2.606811,12.367333
5/5/2019 3:30,-6.925,4.414042,-7.375,-2.65,12.399227
5/5/2019 3:45,-6.925,3.927567,-7.375,-2.65,8.717895
5/5/2019 4:00,-7.257367,3.538,-7.375,-2.65,6.927722
5/5/2019 4:15,-7.263,3.538,-7.7375,-2.65,6.390539
5/5/2019 4:30,-7.263,3.519222,-7.825,-2.65,5.956
5/5/2019 4:45,-7.263,3.2,-7.825,-2.65,7.270411
5/5/2019 5:00,-7.6167,3.2,-7.825,-2.534272,11.329295
5/5/2019 5:15,-7.656,3.2,-7.825,-2.087,12.425
5/5/2019 5:30,-7.656,5.5233,-8.052922,-2.406578,13.638419
5/5/2019 5:45,-7.656,6.519,-8.387,-2.875,12.931
5/5/2019 6:00,-7.930625,6.519,-8.387,-2.875,11.240411
5/5/2019 6:15,-7.937,6.519,-8.387,-2.397345,9.000072
5/5/2019 6:30,-7.937,6.519,-8.812736,-2.369,13.044
5/5/2019 6:45,-8.241199,6.769189,-8.838,-2.369,11.000789
5/5/2019 7:00,-8.275,6.796622,-8.838,-2.369,6.795545
5/5/2019 7:15,-8.175272,5.837667,-8.838,-2.369,5.844
5/5/2019 7:30,-7.656,3.987,-8.699984,-2.0065,10.048306
5/5/2019 7:45,-7.656,3.987,-8.331,-1.404228,12.321439
5/5/2019 8:00,-7.140167,3.733733,-8.331,0.263944,12.879289
5/5/2019 8:15,-7.037,3.594,-7.800482,1.006,13.381
5/5/2019 8:30,-6.5816,3.594,-7.769,1.006,13.381
5/5/2019 8:45,-6.531,5.9366,-7.431989,-0.661689,13.381
5/5/2019 9:00,-6.296972,5.237256,-7.15,-1.077817,13.381
5/5/2019 9:15,-5.664155,4.888,-7.15,-1.413,13.381
5/5/2019 9:30,-5.35,6.850611,-6.033173,-1.413,13.623761
5/5/2019 9:45,-4.545,11.115155,-0.832656,5.208072,14.562
5/5/2019 10:00,-4.3656,12.187011,1.803533,8.238754,14.562
5/5/2019 10:15,-3.606,13.1,8.423469,9.669,14.790328
5/5/2019 10:30,-3.9185,13.655495,12.425,11.478239,13.221473
5/5/2019 10:45,-4.026306,13.959688,11.016522,10.322634,12.256756
5/5/2019 11:00,-2.724228,14.45,10.133267,8.392911,10.773222
5/5/2019 11:15,-1.3223,15.054133,11.8285,11.61525,9.95
5/5/2019 11:30,-0.83775,15.402644,12.554234,13.525884,9.95
5/5/2019 11:45,0.106,16.194,13.014211,17.164579,9.704906
5/5/2019 12:00,0.4099,16.194,14.119288,17.785955,9.669
5/5/2019 12:15,1.119,16.194,17.938009,13.637694,9.166922
5/5/2019 12:30,1.119,16.694,15.212023,15.012,8.431
5/5/2019 12:45,1.586278,14.237072,15.480944,15.012,8.703678
5/5/2019 13:00,0.60175,14.7931,15.832,15.149078,8.937
5/5/2019 13:15,0.388,16.470263,17.027744,14.518461,8.937
5/5/2019 13:30,0.388,16.812,17.831444,14.113,9.185067
5/5/2019 13:45,-0.2195,16.812,16.263599,14.113,9.53025
5/5/2019 14:00,0.829672,16.812,16.194,13.269,8.994
5/5/2019 14:15,0.2432,16.812,16.194,12.317639,8.840739
5/5/2019 14:30,-0.006,16.0644,16.194,12.088,8.431
5/5/2019 14:45,-0.006,15.744,15.922578,12.088,9.22772
5/5/2019 15:00,-0.006,16.227751,15.406,12.088,9.275
5/5/2019 15:15,-0.006,16.419001,15.406,12.088,9.275
5/5/2019 15:30,-0.006,16.419001,15.406,12.088,9.275
5/5/2019 15:45,-0.2027,16.139088,14.769572,12.030727,8.745961
5/5/2019 16:00,-0.287,16.136999,14.225,11.919,8.488
5/5/2019 16:15,-0.287,16.376659,14.63375,11.919,9.194378
5/5/2019 16:30,-1.294144,15.125,15.65,11.919,11.075
5/5/2019 16:45,-1.413,15.125,15.657733,11.464177,12.363623
5/5/2019 17:00,-1.413,15.125,16.022127,10.105,12.478072
5/5/2019 17:15,-1.660133,15.125,14.7646,9.575727,11.698305
5/5/2019 17:30,-2.087,15.125,11.74975,10.738,11.599789
5/5/2019 17:45,-2.219795,14.749889,13.904523,10.738,12.369
5/5/2019 18:00,-2.538,14.281,17.050417,9.648583,11.519
5/5/2019 18:15,-2.538,14.8885,14.817,9.492072,9.435583
5/5/2019 18:30,-2.7255,12.30211,10.94894,9.31,8.670606
5/5/2019 18:45,-3.663,10.675427,7.803028,6.35,8.269228
5/5/2019 19:00,-3.663,10.062,6.237,6.196739,7.644
5/5/2019 19:15,-4.08675,9.63825,5.891806,5.787,7.644
5/5/2019 19:30,-4.338,8.054955,5.506,5.787,7.104095
5/5/2019 19:45,-4.440272,7.925,4.55,5.559078,6.984411
5/5/2019 20:00,-4.787,7.925,3.745074,4.667305,6.463
5/5/2019 20:15,-4.787,7.79375,3.476244,4.044,6.463
5/5/2019 20:30,-5.211378,6.8,2.862,3.564633,6.463
5/5/2019 20:45,-5.463,6.8,2.066224,2.862,6.463
5/5/2019 21:00,-5.783466,6.521628,2.019,2.091889,6.463
5/5/2019 21:15,-5.969,6.237,1.329733,1.906,6.463
5/5/2019 21:30,-6.222,6.237,1.175,0.95,6.463
5/5/2019 21:45,-6.475,5.865456,1.175,0.95,6.463
5/5/2019 22:00,-6.475,5.675,1.105728,0.36125,6.463
5/5/2019 22:15,-6.475,5.675,0.838,0.275,6.276944
5/5/2019 22:30,-6.596766,5.675,0.838,0.069789,6.069
5/5/2019 22:45,-6.756,5.675,0.838,-0.231,5.431813
5/5/2019 23:00,-6.756,5.277772,0.838,-0.231,5.394
5/5/2019 23:15,-6.756,5.112,0.838,-0.231,5.369589
5/5/2019 23:30,-6.756,5.112,1.368778,-0.571928,5.225
5/5/2019 23:45,-6.9585,4.7595,1.962,-0.794,5.225
5/6/2019 0:00,-6.981,4.662,1.281711,-0.794,5.225
5/6/2019 0:15,-6.981,4.662,0.95,-0.794,5.451539
5/6/2019 0:30,-6.981,4.662,0.95,-0.794,5.562
5/6/2019 0:45,-7.375,5.385528,0.95,-0.794,5.515194
5/6/2019 1:00,-7.375,5.235767,0.95,-0.794,5.225
5/6/2019 1:15,-7.727811,5.112,0.95,0.346828,5.225
5/6/2019 1:30,-8.094733,4.78575,0.95,3.332861,5.225
5/6/2019 1:45,-8.613,4.437,0.705433,3.65,5.178995
5/6/2019 2:00,-8.613,4.437,0.444,3.65,5.056
5/6/2019 2:15,-8.8491,4.695289,0.444,3.129511,5.056
5/6/2019 2:30,-9.4,4.431,-0.006,1.304461,4.715856
5/6/2019 2:45,-10.224854,3.931,-0.006,0.669,4.55
5/6/2019 3:00,-10.244,3.931,-0.006,0.214178,4.55
5/6/2019 3:15,-10.919,3.931,-0.006,-0.175,4.55
5/6/2019 3:30,-10.919,4.124411,-0.006,-0.6,4.435794
5/6/2019 3:45,-10.919,4.269,0.331,-1.075,4.213
5/6/2019 4:00,-11.387333,4.269,0.331,-1.446929,4.213
5/6/2019 4:15,-11.481,4.3665,0.331,-1.469,4.213
5/6/2019 4:30,-11.481,4.494,0.836244,-1.321594,4.213
5/6/2019 4:45,-11.481,5.828375,2.187,-0.39375,4.213
5/6/2019 5:00,-11.481,5.3318,1.710428,0.740806,4.213
5/6/2019 5:15,-11.546567,5.056,1.452794,2.694,3.80425
5/6/2019 5:30,-11.762,5.056,2.131,0.994833,3.538
5/6/2019 5:45,-11.762,4.704017,1.952178,0.0765,3.538
5/6/2019 6:00,-11.659028,3.763,1.512,-1.035517,3.538
5/6/2019 6:15,-11.425,3.763,1.118072,-1.413,3.953434
5/6/2019 6:30,-11.425,4.147085,0.781,-1.611995,4.156
5/6/2019 6:45,-11.425,4.156,0.781,-2.144,4.156
5/6/2019 7:00,-11.425,4.156,0.781,-2.144,4.156
5/6/2019 7:15,-11.425,4.156,0.781,-2.144,4.156
5/6/2019 7:30,-11.425,4.156,0.876228,-2.144,4.156
5/6/2019 7:45,-11.088,4.156,1.062,-1.936372,4.156
5/6/2019 8:00,-11.088,4.156,1.062,-1.863,4.156
5/6/2019 8:15,-10.553467,4.541156,1.062,-1.863,3.588645
5/6/2019 8:30,-10.153617,5.394,1.062,-1.863,3.179222
5/6/2019 8:45,-9.287,5.394,0.966772,-1.364361,2.356
5/6/2019 9:00,-9.287,5.5015,0.781,-0.957978,2.356
5/6/2019 9:15,-9.287,5.844,0.87475,-0.4,2.356
5/6/2019 9:30,-7.521367,7.77,1.456,1.033844,2.356
5/6/2019 9:45,-0.483887,13.3504,2.812422,7.82855,2.356
5/6/2019 10:00,1.23775,14.852263,4.286139,9.69171,2.1135
5/6/2019 10:15,2.244,14.210999,7.946283,12.2376,2.015445
5/6/2019 10:30,2.244,15.519,9.184751,14.349823,2.920528
5/6/2019 10:45,2.968128,15.519,7.092789,11.024115,4.486772
5/6/2019 11:00,2.419867,15.712749,6.687,10.45,5.362
5/6/2019 11:15,3.369,16.643999,5.925867,14.028961,6.912
5/6/2019 11:30,3.369,16.643999,5.056,15.582411,6.333089
5/6/2019 11:45,4.475428,16.643999,5.759334,16.136999,7.724283
5/6/2019 12:00,4.821533,16.7265,8.979867,16.224112,8.369706
5/6/2019 12:15,5.338,17.094,11.704739,13.12345,7.395
5/6/2019 12:30,6.079405,17.715351,14.3148,14.45,7.243995
5/6/2019 12:45,6.519,17.825001,10.998289,14.2625,9.973472
5/6/2019 13:00,6.519,17.475,5.123816,13.437012,13.6875
5/6/2019 13:15,7.292883,17.504955,4.269,14.338,11.75
5/6/2019 13:30,7.306,18.106001,5.268633,14.338,13.236771
5/6/2019 13:45,8.244499,18.106001,7.531167,14.814572,13.163022
5/6/2019 14:00,7.25,18.106001,9.059566,15.125,12.537
5/6/2019 14:15,7.806967,18.106001,9.556,15.125,15.032887
5/6/2019 14:30,9.263061,18.430889,8.28725,15.498878,12.139562
5/6/2019 14:45,10.7635,18.837,7.0105,15.018178,11.153872
5/6/2019 15:00,10.124511,19.397688,6.4445,14.619,11.477433
5/6/2019 15:15,9.894,20.440277,4.958422,14.675839,13.281795
5/6/2019 15:30,9.894,18.19989,3.39975,15.070739,13.170444
5/6/2019 15:45,9.894,16.264999,2.718217,14.26,13.34375
5/6/2019 16:00,9.625767,15.991601,2.469,14.675,15.66375
5/6/2019 16:15,9.275,16.68255,1.732844,14.675,16.264072
5/6/2019 16:30,9.440772,18.106001,1.625,14.675,15.139745
5/6/2019 16:45,9.553445,16.786455,1.625,14.40125,12.988
5/6/2019 17:00,9.05,15.125489,1.625,14,11.931911
5/6/2019 17:15,9.05,12.988,1.625,14.296461,10.425428
5/6/2019 17:30,9.05,12.988,1.625,14.731,9.725
5/6/2019 17:45,9.05,12.988,1.707533,13.84349,9.725
5/6/2019 18:00,8.450245,12.988,2.244,13.151983,9.405422
5/6/2019 18:15,8.262,12.778,2.244,13.662,11.368489
5/6/2019 18:30,5.798278,12.3971,1.507844,12.176477,9.894
5/6/2019 18:45,1.812356,12.151,1.4,8.13875,8.034195
5/6/2019 19:00,1.294244,11.581,0.725,7.475,6.969
5/6/2019 19:15,0.556,11.4967,0.371683,6.917305,6.628855
5/6/2019 19:30,-0.141817,10.435378,-0.006,6.294,6.463
5/6/2019 19:45,-0.732,9.5,-0.006,6.0215,6.3405
5/6/2019 20:00,-1.187,9.5,-0.029472,5.844,5.911334
5/6/2019 20:15,-1.919,8,-0.175,5.684211,5.281
5/6/2019 20:30,-1.919,7.015,-0.175,5.45,4.713645
5/6/2019 20:45,-2.724,6.8,-0.175,3.981711,4.151317
5/6/2019 21:00,-2.92775,6.8,-0.32625,4.55,3.594
5/6/2019 21:15,-3.494,6.8,-0.4,4.42875,3.432022
5/6/2019 21:30,-3.494,6.235983,-0.4,4.325,2.806
5/6/2019 21:45,-3.9678,6.013,-0.4,4.325,2.806
5/6/2019 22:00,-4.112,6.013,-0.4,4.325,2.607006
5/6/2019 22:15,-4.315306,6.013,-0.4,3.900208,2.075
5/6/2019 22:30,-4.675,6.013,-0.4,3.875,2.075
5/6/2019 22:45,-4.675,6.013,-0.4,3.875,2.075
5/6/2019 23:00,-5.02,6.013,-0.4,3.875,2.075
5/6/2019 23:15,-5.125,6.013,-0.4,3.875,2.075
5/6/2019 23:30,-5.171834,5.371433,-0.4,3.875,1.89
5/6/2019 23:45,-5.406,5.195,-0.4,3.875,1.175
5/7/2019 0:00,-5.963133,5.675,-0.4,3.875,1.175
5/7/2019 0:15,-6.138,4.966978,-0.4,3.875,0.801122
5/7/2019 0:30,-6.138,4.831,-0.4,3.73875,0.669
5/7/2019 0:45,-6.243,4.831,-0.4,3.65,0.669
5/7/2019 1:00,-6.588,4.9335,-0.4,3.65,0.669
5/7/2019 1:15,-6.588,5.056,-0.4,3.65,0.669
5/7/2019 1:30,-6.7059,4.443889,-0.4,3.65,0.669
5/7/2019 1:45,-6.981,4.269,-0.4,3.65,0.669
5/7/2019 2:00,-6.981,4.269,-0.4,3.5275,0.669
5/7/2019 2:15,-6.981,4.269,-0.4,3.2,0.669
5/7/2019 2:30,-6.981,4.269,-0.4,3.2,0.191345
5/7/2019 2:45,-6.981,4.269,-0.4,3.2,0.138589
5/7/2019 3:00,-6.981,4.269,-0.4,3.2,-0.175
5/7/2019 3:15,-6.981,3.9515,-0.4,3.2,-0.154706
5/7/2019 3:30,-6.981,3.819,-0.4,3.2,0.106
5/7/2019 3:45,-7.2852,3.819,-0.4,3.2,0.106
5/7/2019 4:00,-7.319,3.819,-0.4,3.2,-0.1665
5/7/2019 4:15,-7.319,3.819,-0.4,3.2,-0.344
5/7/2019 4:30,-7.319,3.819,-0.4,2.701361,-0.344
5/7/2019 4:45,-7.172533,3.819,-0.4,2.581,-0.344
5/7/2019 5:00,-6.981,3.819,-0.4,2.581,-0.344
5/7/2019 5:15,-6.981,3.819,-0.420294,2.581,-0.558239
5/7/2019 5:30,-6.981,3.603567,-0.681,2.581,-1.131
5/7/2019 5:45,-6.566767,3.677689,-0.681,2.581,-1.131
5/7/2019 6:00,-6.3625,3.987,-0.681,2.581,-1.284261
5/7/2019 6:15,-6.925,3.987,-0.681,2.581,-1.694
5/7/2019 6:30,-6.925,3.987,-0.681,2.581,-1.694
5/7/2019 6:45,-6.925,3.987,-0.5435,2.581,-1.694
5/7/2019 7:00,-6.925,3.987,-0.456,2.581,-1.694
5/7/2019 7:15,-6.655,3.987,-0.456,3.126,-1.636239
5/7/2019 7:30,-6.025,3.987,-0.456,3.481,-1.413
5/7/2019 7:45,-4.705625,4.362111,-0.456,3.481,-1.413
5/7/2019 8:00,-3.7375,4.831,-0.456,3.6335,-1.413
5/7/2019 8:15,-3.401011,4.831,-0.206994,3.62475,-1.413
5/7/2019 8:30,-3.044,4.831,-0.119,2.806,-1.185833
5/7/2019 8:45,-2.953617,4.942633,0.0635,2.806,-1.131
5/7/2019 9:00,-2.087,6.846622,0.331,2.806,-0.615822
5/7/2019 9:15,-1.5753,8.070472,0.588917,2.806,-0.175
5/7/2019 9:30,-0.379033,8.936572,0.95,4.039278,0.69405
5/7/2019 9:45,5.93245,12.762501,0.95,8.654961,5.351395
5/7/2019 10:00,6.912,13.831,0.95,10.14725,8.112455
5/7/2019 10:15,8.080319,14.3131,0.95,9.106,11.896473
5/7/2019 10:30,8.681417,13.620245,0.95,10.278356,10.10475
5/7/2019 10:45,7.362,15.668555,1.78125,10.163751,10.334428
5/7/2019 11:00,9.030463,16.5196,3.020144,8.825,9.432022
5/7/2019 11:15,9.370466,16.812,3.853111,10.612372,12.869622
5/7/2019 11:30,9.9274,18.035406,4.269,11.244,11.90475
5/7/2019 11:45,10.794,18.163,4.565805,11.0815,13.156
5/7/2019 12:00,11.114255,16.097845,6.406,10.696822,14.844
5/7/2019 12:15,12.2,14.4894,6.406,11.806,13.675351
5/7/2019 12:30,12.2,14.478,6.406,13.203016,15.856
5/7/2019 12:45,13.617701,17.08135,9.750767,14.113,15.856
5/7/2019 13:00,12.425,16.353167,11.272205,14.113,15.856
5/7/2019 13:15,11.8342,15.8,8.7725,14.113,15.856
5/7/2019 13:30,11.8155,14.16,8.8586,14.590889,15.856
5/7/2019 13:45,13.421033,16.992594,7.152178,14.890555,17.436644
5/7/2019 14:00,14.595472,16.002251,3.856122,14.60075,17.276812
5/7/2019 14:15,15.35,17.199978,4.529828,15.012,16.867678
5/7/2019 14:30,15.35,18.168957,5.885395,15.012,15.856
5/7/2019 14:45,14.3375,19.231001,5.652267,14.63075,15.856
5/7/2019 15:00,13.325,15.614502,5.112,13.887,15.344912
5/7/2019 15:15,13.325,13.524067,6.10575,14.801744,15.012
5/7/2019 15:30,12.980544,11.510134,5.246089,14.210256,13.101381
5/7/2019 15:45,11.667534,10.7346,3.451395,13.887,14.3505
5/7/2019 16:00,12.819,10.4,2.44225,14.212584,14.240723
5/7/2019 16:15,12.44025,10.040944,2.2772,13.337749,14.562
5/7/2019 16:30,11.402595,8.696767,2.862,11.919,14.562
5/7/2019 16:45,12.5772,7.865594,3.0308,10.514112,14.562
5/7/2019 17:00,14.76898,6.31825,3.706,10.6325,15.9245
5/7/2019 17:15,12.914083,5.622355,3.706,11.800488,15.478789
5/7/2019 17:30,12.088,4.831,3.706,12.537,12.375501
5/7/2019 17:45,12.088,4.106,3.299211,10.537762,12.088
5/7/2019 18:00,11.670922,3.584089,2.178022,9.331,13.874633
5/7/2019 18:15,10.062,2.862,1.681,8.769,14.506
5/7/2019 18:30,10.062,2.241144,1.681,8.539245,14.506
5/7/2019 18:45,8.094,0.802567,1.681,7.925,10.61225
5/7/2019 19:00,7.713433,1.850461,1.591589,7.925,9.781
5/7/2019 19:15,6.463,2.380867,1.062,7.69375,7.869438
5/7/2019 19:30,5.8722,2.718033,1.062,6.8,7.756
5/7/2019 19:45,5.529,3.312,0.998533,6.8,7.449589
5/7/2019 20:00,4.719,3.312,0.838,6.496606,6.94375
5/7/2019 20:15,4.368466,3.7345,0.838,6.237,6.125
5/7/2019 20:30,3.557772,3.819,0.838,6.237,5.241439
5/7/2019 20:45,2.862,3.534372,0.838,5.940539,5.112
5/7/2019 21:00,2.107983,3.256,0.838,5.506,4.263361
5/7/2019 21:15,1.815694,3.049933,0.512675,5.255367,4.022205
5/7/2019 21:30,1.456,2.694,0.5,4.888,3.65
5/7/2019 21:45,1.456,2.694,0.5,4.728211,3.65
5/7/2019 22:00,1.641533,2.6095,0.5,4.494,3.2875
5/7/2019 22:15,1.962,2.187,0.5,4.494,3.2
5/7/2019 22:30,1.021933,2.187,0.460972,4.494,3.2
5/7/2019 22:45,1.006,2.187,0.219,4.494,3.121944
5/7/2019 23:00,1.006,1.772922,0.219,4.494,2.638
5/7/2019 23:15,1.006,1.738,0.219,4.17525,2.638
5/7/2019 23:30,1.006,1.669067,0.219,3.819,2.638
5/7/2019 23:45,1.2818,1.456,0.219,3.819,2.638
5/8/2019 0:00,1.4,1.456,0.219,4.084259,2.638
5/8/2019 0:15,1.4,1.456,0.030106,4.1,2.399411
5/8/2019 0:30,2.876456,1.456,-0.062,4.3125,2.244
5/8/2019 0:45,3.987,1.268778,-0.176544,4.55,2.244
5/8/2019 1:00,3.987,1.119,-0.4,4.55,2.110478
5/8/2019 1:15,3.987,1.119,-0.4,4.55,1.85
5/8/2019 1:30,3.987,1.081444,-0.4,4.55,1.85
5/8/2019 1:45,3.987,0.781,-0.4,4.55,1.85
5/8/2019 2:00,3.743333,0.781,-0.4,4.55,1.85
5/8/2019 2:15,2.525,1.057317,-0.4,4.521544,1.747661
5/8/2019 2:30,2.409745,1.062,-0.4,4.156,1.681
5/8/2019 2:45,2.019,1.062,-0.4,4.156,1.681
5/8/2019 3:00,2.019,1.062,-0.4,4.156,1.228278
5/8/2019 3:15,2.019,1.062,-0.4,4.156,1.119
5/8/2019 3:30,1.590494,1.062,-0.392222,4.156,1.119
5/8/2019 3:45,1.456,1.062,-0.344,4.156,1.119
5/8/2019 4:00,1.456,1.16867,-0.344,4.156,1.119
5/8/2019 4:15,1.221833,1.175,-0.344,4.156,1.119
5/8/2019 4:30,1.175,1.175,-0.344,4.156,1.119
5/8/2019 4:45,0.7475,1.175,-0.344,4.156,1.119
5/8/2019 5:00,0.5,1.175,-0.344,4.156,1.119
5/8/2019 5:15,0.5,1.175,-0.344,4.156,1.119
5/8/2019 5:30,0.07625,1.5775,-0.344,3.8235,1.119
5/8/2019 5:45,-0.175,1.625,-0.344,3.706,1.119
5/8/2019 6:00,-0.596667,1.625,-0.344,3.706,1.119
5/8/2019 6:15,-0.681,1.625,-0.396889,3.706,1.119
5/8/2019 6:30,-0.681,1.625,-0.456,3.706,1.119
5/8/2019 6:45,-0.681,1.625,-0.456,3.706,1.304583
5/8/2019 7:00,-0.681,1.9,-0.456,3.766956,1.512
5/8/2019 7:15,-0.681,2.75,-0.456,4.55,1.512
5/8/2019 7:30,-0.2535,3.367289,-0.456,4.55,2.0595
5/8/2019 7:45,-0.006,4.113755,-0.456,4.924839,2.862
5/8/2019 8:00,0.598958,5.1686,-0.456,5.169,2.966217
5/8/2019 8:15,1.268833,5.847316,-0.456,5.419633,3.369
5/8/2019 8:30,1.4,6.463,-0.456,5.787,3.369
5/8/2019 8:45,1.998994,6.739155,-0.456,5.787,3.369
5/8/2019 9:00,2.620339,7.194,-0.323306,5.787,3.369
5/8/2019 9:15,3.2,7.491422,-0.175,5.787,4.437
5/8/2019 9:30,4.2633,8.545389,1.89975,5.990195,4.570544
5/8/2019 9:45,5.555589,10.264167,3.256,7.25,10.414306
5/8/2019 10:00,6.181,10.768778,4.845598,7.85625,13.108978
5/8/2019 10:15,5.517111,10.119,6.181,7.21125,13.84375
5/8/2019 10:30,5.605567,10.561501,11.029067,7.008022,13.99
5/8/2019 10:45,7.587467,11.793533,11.320361,7.812,14.010489
5/8/2019 11:00,8.544,12.941067,5.284683,7.812,13.437
5/8/2019 11:15,8.7667,14.1154,6.731161,9.47355,13.24964
5/8/2019 11:30,7.343,16.13459,7.8945,11.533978,13.222079
5/8/2019 11:45,6.6481,15.125,6.2595,12.875,14.635655
5/8/2019 12:00,6.575,13.763801,7.013089,11.515223,14.13725
5/8/2019 12:15,5.956,14.225223,13.22225,9.754036,15.209361
5/8/2019 12:30,5.956,14.306222,12.424605,9.669,14.321405
5/8/2019 12:45,5.956,14.766533,8.826,9.879833,16.154539
5/8/2019 13:00,5.571,13.171422,7.756,12.775461,17.338894
5/8/2019 13:15,5.056,15.424933,7.513239,11.400644,17.98225
5/8/2019 13:30,5.056,16.407501,6.723472,12.002977,19.455999
5/8/2019 13:45,5.056,16.475,8.350883,10.85,19.455999
5/8/2019 14:00,4.774511,16.43,9.476411,10.515411,16.475
5/8/2019 14:15,4.506933,16.025,10.187445,11.356,18.08404
5/8/2019 14:30,5.844,16.226921,7.868145,10.777088,16.332666
5/8/2019 14:45,5.992989,16.368299,7.194,10.3025,14.575395
5/8/2019 15:00,6.898528,14.675,6.326922,9.159706,18.076094
5/8/2019 15:15,8.405033,14.228467,5.056,10.569,18.632444
5/8/2019 15:30,7.4751,13.587444,5.056,12.109222,13.606
5/8/2019 15:45,2.935661,13.213,6.439944,12.365478,12.134561
5/8/2019 16:00,3.1715,13.609522,9.275,10.713133,9.694077
5/8/2019 16:15,3.987,13.350111,9.275,10.287,7.05375
5/8/2019 16:30,3.763,12.819,8.11125,10.287,5.06875
5/8/2019 16:45,2.554733,12.344433,6.703527,9.1995,4.775
5/8/2019 17:00,2.507483,12.2,5.55675,8.937,5.907611
5/8/2019 17:15,3.594,13.277933,5.338,8.446811,7.459495
5/8/2019 17:30,3.334867,12.425099,5.338,8.375,8.700251
5/8/2019 17:45,3.256,11.371956,5.174633,8.375,9.444
5/8/2019 18:00,1.545822,10.963,4.724239,8.375,8.17525
5/8/2019 18:15,1.344,10.020067,3.987,8.375,7.41525
5/8/2019 18:30,1.344,9.217289,3.987,8.375,6.015472
5/8/2019 18:45,0.8095,8.6,4.532895,8.088978,5.051917
5/8/2019 19:00,0.275,8.543778,4.785761,7.531,4.888
5/8/2019 19:15,0.275,8.094,4.213,6.84095,4.888
5/8/2019 19:30,0.275,7.880789,3.425,6.8,4.888
5/8/2019 19:45,0.175772,6.856,3.425,6.358656,4.855428
5/8/2019 20:00,-0.062,6.698578,2.734189,6.294,4.437
5/8/2019 20:15,-0.171686,6.35,2.469495,6.294,4.437
5/8/2019 20:30,-0.281371,6.35,2.019,5.787,4.437
5/8/2019 20:45,-0.391057,6.00875,1.789244,5.787,4.342
5/8/2019 21:00,-0.500742,5.609661,1.175,5.787,3.987
5/8/2019 21:15,-1.019,5.056,1.175,5.787,3.987
5/8/2019 21:30,-1.019,5.056,0.9583,5.787,3.941578
5/8/2019 21:45,-1.019,5.056,0.781,5.855428,3.875
5/8/2019 22:00,-1.019,5.056,0.781,5.9,3.875
5/8/2019 22:15,-1.019,5.056,0.427683,5.9,3.875
5/8/2019 22:30,-0.898794,5.056,0.05,5.9,3.51
5/8/2019 22:45,-0.738,5.056,-0.446433,5.9,3.425
5/8/2019 23:00,-0.94875,4.942178,-0.512,5.9,3.046722
5/8/2019 23:15,-1.1595,4.662,-0.512,5.9,2.806
5/8/2019 23:30,-1.37025,4.662,-0.512,4.831,2.725217
5/8/2019 23:45,-1.581,4.662,-0.512,4.757911,2.413
5/9/2019 0:00,-1.581,4.662,-0.512,3.819,2.413
5/9/2019 0:15,-1.581,4.662,-0.6095,3.819,2.677183
5/9/2019 0:30,-1.581,3.763,-1.187,5.112,2.806
5/9/2019 0:45,-1.581,4.240233,-1.390333,5.112,2.806
5/9/2019 1:00,-1.581,4.381,-1.919,5.112,2.806
5/9/2019 1:15,-1.495303,4.381,-1.95175,4.587616,2.806
5/9/2019 1:30,-1.469,4.015555,-2.312,3.819,2.806
5/9/2019 1:45,-1.5252,3.875,-2.390194,3.782383,2.806
5/9/2019 2:00,-2.031,3.395,-2.875,3.312,2.806
5/9/2019 2:15,-2.031,3.2,-2.875,3.312,2.806
5/9/2019 2:30,-2.031,3.2,-2.875,2.870656,2.806
5/9/2019 2:45,-2.08225,2.751875,-3.1775,2.806,2.806
5/9/2019 3:00,-2.256,2.75,-3.325,2.568017,2.806
5/9/2019 3:15,-2.256,3.255063,-3.325,2.413,2.806
5/9/2019 3:30,-2.54475,3.256,-3.325,2.413,2.806
5/9/2019 3:45,-2.931,3.256,-3.440728,2.413,2.806
5/9/2019 4:00,-2.931,3.256,-3.888,2.413,2.66975
5/9/2019 4:15,-2.615655,3.256,-3.888,2.413,2.581
5/9/2019 4:30,-2.369,3.256,-3.888,2.413,2.581
5/9/2019 4:45,-2.369,3.256,-3.888,2.413,2.581
5/9/2019 5:00,-2.369,3.256,-3.888,2.413,2.581
5/9/2019 5:15,-2.7233,3.256,-4.202533,2.413,2.581
5/9/2019 5:30,-3.55,3.031,-4.225,2.413,2.581
5/9/2019 5:45,-3.55,2.921133,-4.26715,2.413,2.581
5/9/2019 6:00,-3.55,2.413,-4.506,2.755783,2.581
5/9/2019 6:15,-3.55,2.7735,-4.506,2.806,2.467039
5/9/2019 6:30,-3.118367,3.031,-4.598011,2.806,2.3
5/9/2019 6:45,-2.987,3.429533,-4.844,2.806,1.75625
5/9/2019 7:00,-2.987,3.763,-4.844,2.910011,1.625
5/9/2019 7:15,-2.987,3.258112,-4.844,3.312,1.625
5/9/2019 7:30,-2.543197,3.697283,-4.813239,3.312,1.625
5/9/2019 7:45,-2.28175,4.213,-4.731,3.728106,1.625
