,Arolla / Météo (Bricola - Pluviomètre - mm),C: Arolla / Météo (Bricola - Pluviomètre - mm) (1. Année précédente),C: Arolla / Météo (Bricola - Pluviomètre - mm) (2. Année précédente),C: Arolla / Météo (Bricola - Pluviomètre - mm) (3. Année précédente),C: Arolla / Météo (Bricola - Pluviomètre - mm) (4. Année précédente)
5/5/2019 9:15,8.475,0.075,4.625,3.1,1.075
5/5/2019 9:30,8.475,0.075,4.625,3.1,1.075
5/5/2019 9:45,8.475,0.075,4.625,3.1,1.075
5/5/2019 10:00,8.475,0.075,4.625,3.1,1.075
5/5/2019 10:15,8.475,0.075,4.625,3.1,1.275
5/5/2019 10:30,8.475,0.075,4.625,3.1,1.275
5/5/2019 10:45,8.475,0.075,4.625,3.1,1.275
5/5/2019 11:00,8.475,0.075,4.625,3.1,1.275
5/5/2019 11:15,8.475,0.075,4.625,3.1,1.375
5/5/2019 11:30,8.475,0.075,4.625,3.1,1.375
5/5/2019 11:45,8.475,0.075,4.625,3.1,1.375
5/5/2019 12:00,8.475,0.075,4.625,3.1,1.375
5/5/2019 12:15,8.6,0.075,4.625,3.1,1.475
5/5/2019 12:30,8.6,0.075,4.625,3.1,1.475
5/5/2019 12:45,8.575,0.075,4.625,3.625,1.475
5/5/2019 13:00,8.6,0.075,4.625,3.625,1.475
5/5/2019 13:15,8.6,0.075,4.625,3.625,1.475
5/5/2019 13:30,8.7,0.075,4.625,3.625,1.475
5/5/2019 13:45,8.675,0.075,4.625,3.625,1.475
5/5/2019 14:00,8.675,0.075,4.625,3.625,1.475
5/5/2019 14:15,8.7,0.075,4.625,3.625,1.475
5/5/2019 14:30,8.8,0.075,4.625,3.625,1.475
5/5/2019 14:45,8.8,0.075,4.625,3.625,1.7
5/5/2019 15:00,8.8,0.075,4.625,3.625,1.775
5/5/2019 15:15,8.8,0.075,4.625,3.625,1.775
5/5/2019 15:30,8.9,0.075,4.625,3.625,1.9
5/5/2019 15:45,8.9,0.075,4.625,3.625,2.2
5/5/2019 16:00,8.9,0.075,4.625,3.625,2.3
5/5/2019 16:15,8.9,0.075,4.625,3.625,2.6
5/5/2019 16:30,8.9,0.075,4.625,3.6,2.7
5/5/2019 16:45,8.875,0.075,4.625,3.625,3
5/5/2019 17:00,8.9,0.075,4.625,3.6,3.1
5/5/2019 17:15,8.9,0.075,4.625,3.625,3.1
5/5/2019 17:30,8.9,0.075,4.625,3.6,3.2
5/5/2019 17:45,8.9,0.075,4.625,3.625,3.2
5/5/2019 18:00,8.9,0.075,4.625,3.6,3.2
5/5/2019 18:15,8.875,0.075,4.625,3.625,3.2
5/5/2019 18:30,8.9,0.075,4.625,3.6,3.2
5/5/2019 18:45,8.875,0.075,4.625,3.6,3.2
5/5/2019 19:00,9,0.075,4.625,3.6,3.2
5/5/2019 19:15,9,0.075,4.625,3.6,3.2
5/5/2019 19:30,9,0.075,4.625,3.6,3.2
5/5/2019 19:45,9.1,0.075,4.625,3.6,3.3
5/5/2019 20:00,9.1,0.075,4.625,3.6,3.3
5/5/2019 20:15,9.1,0.075,4.625,3.6,3.3
5/5/2019 20:30,9.1,0.075,4.625,3.6,3.4
5/5/2019 20:45,9.1,0.075,4.625,3.6,3.4
5/5/2019 21:00,9.1,0.075,4.625,3.6,3.4
5/5/2019 21:15,9.1,0.075,4.625,3.6,3.4
5/5/2019 21:30,9.1,0.075,4.625,3.6,3.5
5/5/2019 21:45,9.1,0.075,4.625,3.6,3.5
5/5/2019 22:00,9.1,0.075,4.625,3.6,3.5
5/5/2019 22:15,9.1,0.075,4.625,3.6,3.5
5/5/2019 22:30,9.1,0.075,4.625,3.6,3.6
5/5/2019 22:45,9.1,0.075,4.625,3.6,3.725
5/5/2019 23:00,9.1,0.075,4.625,3.6,3.7
5/5/2019 23:15,9.1,0.075,4.625,3.6,3.925
5/5/2019 23:30,9.1,0.075,4.625,3.6,3.925
5/5/2019 23:45,9.1,0.075,4.625,3.6,3.925
5/6/2019 0:00,9.1,0.075,4.625,3.6,3.925
5/6/2019 0:15,9.1,0.075,4.625,3.6,4.025
5/6/2019 0:30,9.1,0.075,4.625,3.6,4.025
5/6/2019 0:45,9.1,0.075,4.625,3.6,4.025
5/6/2019 1:00,9.1,0.075,4.625,3.6,4.025
5/6/2019 1:15,9.1,0.075,4.625,3.6,4.025
5/6/2019 1:30,9.1,0.075,4.625,3.6,4.025
5/6/2019 1:45,9.1,0.075,4.625,3.6,4.025
5/6/2019 2:00,9.1,0.075,4.625,3.6,4.025
5/6/2019 2:15,9.1,0.075,4.625,3.6,4.025
5/6/2019 2:30,9.1,0.075,4.625,3.6,4.025
5/6/2019 2:45,9.1,0.075,4.625,3.6,4.025
5/6/2019 3:00,9.1,0.075,4.625,3.6,4.025
5/6/2019 3:15,9.1,0.075,4.625,3.6,4.025
5/6/2019 3:30,9.1,0.075,4.625,3.6,4.025
5/6/2019 3:45,9.1,0.075,4.625,3.6,4.025
5/6/2019 4:00,9.1,0.075,4.625,3.6,4.025
5/6/2019 4:15,9.1,0.075,4.625,3.6,4.025
5/6/2019 4:30,9.1,0.075,4.625,3.6,4.025
5/6/2019 4:45,9.1,0.075,4.625,3.6,4.025
5/6/2019 5:00,9.1,0.075,4.825,3.6,4.025
5/6/2019 5:15,9.1,0.075,5.95,3.6,4.025
5/6/2019 5:30,9.1,0.075,6.25,3.6,4.025
5/6/2019 5:45,9.1,0.075,6.25,3.6,4.025
5/6/2019 6:00,9.1,0.075,6.25,3.6,4
5/6/2019 6:15,9.1,0.075,6.25,3.6,4.025
5/6/2019 6:30,9.1,0.075,6.25,3.6,4.025
5/6/2019 6:45,9.1,0.075,6.25,3.6,4.025
5/6/2019 7:00,9.1,0.075,6.25,3.6,4.025
5/6/2019 7:15,9.1,0.075,6.25,3.6,4.025
5/6/2019 7:30,9.1,0.075,6.25,3.6,4.025
5/6/2019 7:45,9.1,0.075,6.25,3.6,4.025
5/6/2019 8:00,9.1,0.075,6.25,3.6,4.025
5/6/2019 8:15,9.1,0.075,6.25,3.6,4.025
5/6/2019 8:30,9.2,0.075,6.25,3.6,4.025
5/6/2019 8:45,9.2,0.075,6.25,3.6,4.025
5/6/2019 9:00,9.2,0.075,6.25,3.6,4.025
5/6/2019 9:15,9.2,0.075,6.25,3.6,4.025
5/6/2019 9:30,9.2,0.075,6.25,3.625,4.025
5/6/2019 9:45,9.2,0.075,6.25,3.625,4.025
5/6/2019 10:00,9.2,0.075,6.25,3.625,4.025
5/6/2019 10:15,9.2,0.075,6.25,3.6,4.025
5/6/2019 10:30,9.2,0.075,6.25,3.625,4.025
5/6/2019 10:45,9.2,0.075,6.25,3.625,4.025
5/6/2019 11:00,9.2,0.075,6.25,3.625,4.025
5/6/2019 11:15,9.2,0.075,6.25,3.625,4.025
5/6/2019 11:30,9.2,0.075,6.25,3.625,4.025
5/6/2019 11:45,9.2,0.075,6.25,3.625,4.025
5/6/2019 12:00,9.2,0.075,6.25,3.625,4.025
5/6/2019 12:15,9.2,0.075,6.25,3.625,4.025
5/6/2019 12:30,9.3,0.075,6.25,3.625,4.025
5/6/2019 12:45,9.4,0.075,6.25,3.625,4.025
5/6/2019 13:00,9.4,0.075,6.25,3.625,4.025
5/6/2019 13:15,9.4,0.075,6.775,3.625,4.025
5/6/2019 13:30,9.4,0.075,6.775,3.625,4.025
5/6/2019 13:45,0.075,0.075,6.775,3.625,4.025
5/6/2019 14:00,0.075,0.075,6.775,3.625,4.025
5/6/2019 14:15,0.075,0.075,6.775,3.625,4.025
5/6/2019 14:30,0.075,0.075,6.775,3.625,4.025
5/6/2019 14:45,0.075,0.075,6.775,3.625,4.025
5/6/2019 15:00,0.075,0.075,6.75,3.625,4.025
5/6/2019 15:15,0.075,0.075,6.775,3.625,4.025
5/6/2019 15:30,0.275,0.075,6.75,3.625,4.025
5/6/2019 15:45,0.275,0.075,7.175,3.625,4.025
5/6/2019 16:00,0.275,0.075,7.975,3.625,4.025
5/6/2019 16:15,0.275,0.075,8.5,3.625,4.025
5/6/2019 16:30,0.275,0.075,8.9,3.625,4.025
5/6/2019 16:45,0.275,0.075,9,3.6,4.025
5/6/2019 17:00,0.275,0.075,9,3.625,4.025
5/6/2019 17:15,0.275,0.075,9,3.6,4.025
5/6/2019 17:30,0.275,0.075,9,3.625,4.025
5/6/2019 17:45,0.275,0.075,9.3,3.6,4.025
5/6/2019 18:00,0.275,0.075,9.3,3.625,4.025
5/6/2019 18:15,0.275,0.075,9.4,3.6,4.025
5/6/2019 18:30,0.275,0.075,9.825,3.6,4.025
5/6/2019 18:45,0.275,0.075,10.125,3.6,4.025
5/6/2019 19:00,0.275,0.075,10.325,3.6,4.025
5/6/2019 19:15,0.275,0.075,10.725,3.6,4.025
5/6/2019 19:30,0.275,0.075,11.125,3.6,4.025
5/6/2019 19:45,0.275,0.075,11.125,3.6,4.025
5/6/2019 20:00,0.275,0.075,11.325,3.6,4.025
5/6/2019 20:15,0.275,0.075,11.45,3.6,4.025
5/6/2019 20:30,0.275,0.075,11.75,3.6,4.025
5/6/2019 20:45,0.275,0.075,11.85,3.6,4.025
5/6/2019 21:00,0.275,0.075,11.95,3.6,4.025
5/6/2019 21:15,0.275,0.075,12.05,3.6,4.025
5/6/2019 21:30,0.275,0.075,12.05,3.6,4.025
5/6/2019 21:45,0.25,0.075,12.05,3.6,4.025
5/6/2019 22:00,0.275,0.075,12.05,3.6,4.025
5/6/2019 22:15,0.275,0.075,12.05,3.6,4.025
5/6/2019 22:30,0.25,0.075,12.05,3.6,4.025
5/6/2019 22:45,0.275,0.075,12.05,3.6,4.025
5/6/2019 23:00,0.275,0.075,12.15,3.6,4.025
5/6/2019 23:15,0.25,0.075,12.25,3.6,4.025
5/6/2019 23:30,0.275,0.075,12.35,3.6,4.025
5/6/2019 23:45,0.275,0.075,12.45,3.6,4.025
5/7/2019 0:00,0.25,0.075,12.55,3.6,4.025
5/7/2019 0:15,0.275,0.075,12.65,3.6,4.025
5/7/2019 0:30,0.275,0.075,12.65,3.6,4
5/7/2019 0:45,0.275,0.075,12.75,3.6,4.025
5/7/2019 1:00,0.275,0.075,12.875,3.6,4.025
5/7/2019 1:15,0.275,0.075,12.975,3.6,4.025
5/7/2019 1:30,0.25,0.075,13.075,3.6,4.025
5/7/2019 1:45,0.275,0.075,13.075,3.6,4.025
5/7/2019 2:00,0.275,0.075,13.175,3.6,4.025
5/7/2019 2:15,0.25,0.075,13.175,3.6,4.025
5/7/2019 2:30,0.275,0.075,13.175,3.6,4.025
5/7/2019 2:45,0.275,0.075,13.275,3.6,4.025
5/7/2019 3:00,0.25,0.075,13.375,3.6,4.025
5/7/2019 3:15,0.275,0.075,13.475,3.6,4.025
5/7/2019 3:30,0.275,0.075,13.475,3.6,4.025
5/7/2019 3:45,0.275,0.075,13.575,3.6,4.025
5/7/2019 4:00,0.275,0.075,13.575,3.6,4
5/7/2019 4:15,0.275,0.075,13.575,3.6,4.025
5/7/2019 4:30,0.275,0.075,13.675,3.6,4.025
5/7/2019 4:45,0.275,0.075,13.675,3.6,4.025
5/7/2019 5:00,0.275,0.075,13.675,3.6,4.025
5/7/2019 5:15,0.275,0.075,13.675,3.6,4.025
5/7/2019 5:30,0.275,0.075,13.675,3.6,4.025
5/7/2019 5:45,0.25,0.075,13.775,3.6,4.025
5/7/2019 6:00,0.275,0.075,13.775,3.6,4.025
5/7/2019 6:15,0.275,0.075,13.875,3.6,4.025
5/7/2019 6:30,0.275,0.075,14.1,3.6,4.025
5/7/2019 6:45,0.275,0.075,14.175,3.6,4.025
5/7/2019 7:00,0.275,0.075,14.3,3.6,4.025
5/7/2019 7:15,0.275,0.075,14.3,3.6,4.025
5/7/2019 7:30,0.275,0.075,14.4,3.6,4.025
5/7/2019 7:45,0.075,0.075,14.5,3.6,4.025
5/7/2019 8:00,0.075,0.075,14.7,3.6,4.025
5/7/2019 8:15,0.075,0.075,14.8,3.6,4.025
5/7/2019 8:30,0.075,0.075,14.8,3.6,4.025
5/7/2019 8:45,0.075,0.075,15.2,3.625,4.025
5/7/2019 9:00,0.075,0.075,15.4,3.6,4.025
5/7/2019 9:15,0.075,0.075,15.6,3.625,4.025
5/7/2019 9:30,0.075,0.075,15.825,3.6,4.025
5/7/2019 9:45,0.075,0.075,16.025,3.625,4.025
5/7/2019 10:00,0.075,0.075,16.225,3.625,4.025
5/7/2019 10:15,0.075,0.075,16.325001,3.625,4.025
5/7/2019 10:30,0.075,0.075,16.325001,3.625,4.025
5/7/2019 10:45,0.075,0.075,16.424999,3.625,4.025
5/7/2019 11:00,0.075,0.075,16.424999,3.625,4.025
5/7/2019 11:15,0.075,0.075,16.424999,3.625,4.025
5/7/2019 11:30,0.075,0.075,16.424999,3.625,4.025
5/7/2019 11:45,0.075,0.075,16.424999,3.625,4.025
5/7/2019 12:00,0.175,0.075,16.424999,3.625,4.025
5/7/2019 12:15,0.175,0.075,16.725,3.725,4.025
5/7/2019 12:30,0.175,0.075,16.725,3.825,4.025
5/7/2019 12:45,0.175,0.075,16.725,3.825,4.025
5/7/2019 13:00,0.175,0.075,16.725,3.925,4.025
5/7/2019 13:15,0.175,0.075,16.950001,3.925,4.025
5/7/2019 13:30,0.175,0.075,17.025,3.925,4.025
5/7/2019 13:45,0.175,0.075,17.025,3.925,4.025
5/7/2019 14:00,0.375,0.075,17.025,3.925,4.025
5/7/2019 14:15,0.375,0.075,17.025,3.925,4.025
5/7/2019 14:30,0.375,0.075,17.025,3.925,4.025
5/7/2019 14:45,0.375,0.075,17.025,3.925,4.025
5/7/2019 15:00,0.375,0.075,17.025,3.925,4.025
5/7/2019 15:15,0.375,0.075,17.025,3.925,4.025
5/7/2019 15:30,0.375,0.075,17.025,3.925,4.025
5/7/2019 15:45,0.375,0.075,17.025,3.925,4.025
5/7/2019 16:00,0.375,0.075,17.025,3.925,4.025
5/7/2019 16:15,0.375,0.075,17.025,3.925,4.025
5/7/2019 16:30,0.375,0.075,17.025,3.925,4.025
5/7/2019 16:45,0.375,0.075,17.025,3.925,4.025
5/7/2019 17:00,0.375,0.075,17.025,3.925,4.025
5/7/2019 17:15,0.375,0.075,17.025,3.925,4.025
5/7/2019 17:30,0.375,0.075,17.025,3.925,4.025
5/7/2019 17:45,0.375,0.35,17.025,3.925,4.025
5/7/2019 18:00,0.375,1.375,17.15,3.925,4.025
5/7/2019 18:15,0.375,2.9,17.15,3.925,4.025
5/7/2019 18:30,0.375,4.925,17.15,3.925,4.025
5/7/2019 18:45,0.375,6.65,17.25,3.925,4.025
5/7/2019 19:00,0.375,7.275,17.35,3.925,4.025
5/7/2019 19:15,0.375,7.375,17.450001,3.925,4.025
5/7/2019 19:30,0.375,7.375,17.450001,3.925,4.025
5/7/2019 19:45,0.35,7.375,17.450001,3.925,4.025
5/7/2019 20:00,0.375,7.375,17.450001,3.925,4.025
5/7/2019 20:15,0.375,7.375,17.450001,3.925,4.025
5/7/2019 20:30,0.375,7.375,17.450001,3.925,4.025
5/7/2019 20:45,0.375,7.375,17.450001,3.925,4.025
5/7/2019 21:00,0.375,7.375,17.450001,3.925,4.025
5/7/2019 21:15,0.375,7.375,17.450001,3.925,4.025
5/7/2019 21:30,0.375,7.375,17.450001,3.925,4.025
5/7/2019 21:45,0.375,7.375,17.450001,3.925,4.025
5/7/2019 22:00,0.375,7.375,17.450001,3.925,4.025
5/7/2019 22:15,0.375,7.375,17.65,3.925,4.025
5/7/2019 22:30,0.375,7.375,17.65,3.925,4.025
5/7/2019 22:45,0.375,7.375,17.75,3.925,4.025
5/7/2019 23:00,0.375,7.375,17.75,3.925,4.025
5/7/2019 23:15,0.35,7.375,17.950001,3.925,4.025
5/7/2019 23:30,0.375,7.375,18.35,3.925,4.025
5/7/2019 23:45,0.375,7.375,18.75,3.925,4.025
5/8/2019 0:00,0.375,7.375,18.975,3.925,4.025
5/8/2019 0:15,0.375,7.375,19.174999,3.925,4.025
5/8/2019 0:30,0.35,7.375,19.174999,3.925,4.025
5/8/2019 0:45,0.375,7.375,19.275,3.925,4.025
5/8/2019 1:00,0.375,7.375,19.275,3.925,4.025
5/8/2019 1:15,0.375,7.375,19.275,3.925,4.025
5/8/2019 1:30,0.375,7.375,19.275,3.925,4.025
5/8/2019 1:45,0.35,7.375,19.275,3.925,4.025
5/8/2019 2:00,0.375,7.375,19.275,3.9,4.025
5/8/2019 2:15,0.35,7.375,19.275,3.925,4.025
5/8/2019 2:30,0.375,7.375,19.375,3.925,4.025
5/8/2019 2:45,0.375,7.375,19.475,3.925,4.025
5/8/2019 3:00,0.375,7.375,19.475,3.925,4.025
5/8/2019 3:15,0.375,7.375,19.575001,3.925,4.025
5/8/2019 3:30,0.35,7.375,19.875,3.925,4.025
5/8/2019 3:45,0.375,7.375,20.075001,3.925,4.025
5/8/2019 4:00,0.375,7.375,20.5,3.925,4.025
5/8/2019 4:15,0.35,7.375,20.799999,3.925,4.025
5/8/2019 4:30,0.375,7.375,21.200001,3.925,4.025
5/8/2019 4:45,0.375,7.375,21.5,3.925,4.025
5/8/2019 5:00,0.375,7.375,21.924999,3.925,4.025
5/8/2019 5:15,0.375,7.375,22.125,3.925,4.025
5/8/2019 5:30,0.35,7.375,22.325001,3.925,4.025
5/8/2019 5:45,0.375,7.375,22.424999,3.925,4.025
5/8/2019 6:00,0.375,7.375,22.625,3.925,4.025
5/8/2019 6:15,0.35,7.375,22.725,3.925,4.025
5/8/2019 6:30,0.375,7.375,22.725,3.925,4.025
5/8/2019 6:45,0.375,7.375,22.924999,3.925,4.025
5/8/2019 7:00,0.375,7.375,23.025,3.925,4.025
5/8/2019 7:15,0.375,7.375,23.125,3.925,4.025
5/8/2019 7:30,0.375,7.375,23.125,3.925,4.025
5/8/2019 7:45,0.375,7.375,23.35,3.925,4.025
5/8/2019 8:00,0.375,7.375,23.549999,3.925,4.025
5/8/2019 8:15,0.375,7.375,23.75,3.925,4.025
5/8/2019 8:30,0.375,7.375,24.049999,3.925,4.025
5/8/2019 8:45,0.375,7.375,24.15,3.925,4.025
5/8/2019 9:00,0.375,7.375,24.475,3.925,4.025
5/8/2019 9:15,0.375,7.375,24.450001,3.925,4.025
5/8/2019 9:30,0.375,7.375,24.475,3.925,4.025
5/8/2019 9:45,0.375,7.375,24.450001,3.925,4.025
5/8/2019 10:00,0.375,7.375,24.475,3.925,4.025
5/8/2019 10:15,0.375,7.375,24.450001,3.925,4.025
5/8/2019 10:30,0.375,7.375,24.450001,3.925,4.025
5/8/2019 10:45,0.375,7.375,24.475,3.925,4.025
5/8/2019 11:00,0.375,7.375,24.875,4.125,4.025
5/8/2019 11:15,0.375,7.375,24.875,4.225,4.025
5/8/2019 11:30,0.375,7.375,24.875,4.325,4.025
5/8/2019 11:45,0.375,7.375,24.875,4.325,4.025
5/8/2019 12:00,0.375,7.375,24.975,4.325,4.025
5/8/2019 12:15,0.375,7.375,24.975,4.325,4.025
5/8/2019 12:30,0.375,7.375,24.975,4.425,4.025
5/8/2019 12:45,0.375,7.375,24.975,4.525,4.025
5/8/2019 13:00,0.375,7.375,24.975,4.525,4.025
5/8/2019 13:15,0.375,7.375,25.475,4.525,4.025
5/8/2019 13:30,0.375,7.375,25.475,4.525,4.025
5/8/2019 13:45,0.375,7.375,25.475,4.525,4.025
5/8/2019 14:00,0.375,7.375,25.475,4.525,4.025
5/8/2019 14:15,0.375,7.375,25.475,4.525,4.025
5/8/2019 14:30,0.375,7.375,25.674999,4.525,4.025
5/8/2019 14:45,0.375,7.375,26.200001,4.625,4.025
5/8/2019 15:00,0.375,7.375,26.200001,4.625,4.025
5/8/2019 15:15,0.375,7.375,26.200001,4.625,4.025
5/8/2019 15:30,0.375,7.375,26.200001,4.725,4.025
5/8/2019 15:45,0.375,7.375,26.200001,4.725,4.025
5/8/2019 16:00,0.375,7.375,26.200001,4.725,4.025
5/8/2019 16:15,0.375,7.375,26.200001,4.825,4
5/8/2019 16:30,0.375,7.375,26.200001,4.825,4.025
5/8/2019 16:45,0.375,7.375,26.200001,4.825,4.925
5/8/2019 17:00,0.375,7.375,26.200001,4.825,4.925
5/8/2019 17:15,0.375,7.375,26.200001,4.825,4.95
5/8/2019 17:30,0.375,7.375,26.200001,4.825,4.925
5/8/2019 17:45,0.375,7.375,26.200001,4.825,4.925
5/8/2019 18:00,0.375,7.375,26.200001,4.925,4.925
5/8/2019 18:15,0.375,7.375,26.200001,4.95,4.925
5/8/2019 18:30,0.575,7.375,26.200001,4.925,4.925
5/8/2019 18:45,0.675,7.375,26.200001,4.925,4.925
5/8/2019 19:00,0.675,7.375,26.174999,4.925,4.925
5/8/2019 19:15,0.675,7.375,26.200001,4.925,4.925
5/8/2019 19:30,0.675,7.375,26.200001,4.925,4.925
5/8/2019 19:45,0.675,7.375,26.200001,4.925,4.925
5/8/2019 20:00,0.675,7.375,26.200001,5.025,4.925
5/8/2019 20:15,1.075,7.375,26.200001,5.025,4.925
5/8/2019 20:30,1.075,7.375,26.200001,5.025,4.925
5/8/2019 20:45,1.075,7.375,26.174999,5.025,4.925
5/8/2019 21:00,1.575,7.375,26.200001,5.025,4.925
5/8/2019 21:15,1.975,7.375,26.200001,5.025,4.925
5/8/2019 21:30,2.5,7.375,26.200001,5.025,4.925
5/8/2019 21:45,3,7.375,26.200001,5.025,4.925
5/8/2019 22:00,3.4,7.375,26.200001,5.025,4.925
5/8/2019 22:15,3.5,7.375,26.200001,5.025,4.925
5/8/2019 22:30,3.6,7.375,26.200001,5.025,4.925
5/8/2019 22:45,3.6,7.375,26.200001,5.025,4.925
5/8/2019 23:00,3.7,7.375,26.200001,5.025,4.925
5/8/2019 23:15,3.7,7.375,26.200001,5.025,4.925
5/8/2019 23:30,4.025,7.375,26.200001,5.225,4.925
5/8/2019 23:45,4.525,7.375,26.200001,5.225,4.925
5/9/2019 0:00,4.925,7.375,26.200001,5.225,4.925
5/9/2019 0:15,5.55,7.375,26.200001,5.225,4.95
5/9/2019 0:30,6.25,7.375,26.200001,5.225,4.925
5/9/2019 0:45,7.475,7.375,26.200001,5.225,4.925
5/9/2019 1:00,8.075,7.375,26.200001,5.225,4.925
5/9/2019 1:15,8.075,7.375,26.200001,5.225,4.925
5/9/2019 1:30,8.075,7.375,26.200001,5.225,4.925
5/9/2019 1:45,8.075,7.375,26.200001,5.225,4.925
5/9/2019 2:00,8.075,7.375,26.200001,5.225,4.925
5/9/2019 2:15,8.075,7.375,26.200001,5.225,4.925
5/9/2019 2:30,8.075,7.375,26.200001,5.225,4.925
5/9/2019 2:45,8.075,7.375,26.200001,5.225,4.925
5/9/2019 3:00,8.075,7.375,26.200001,5.225,4.925
5/9/2019 3:15,8.075,7.375,26.174999,5.225,4.925
5/9/2019 3:30,8.075,7.375,26.200001,5.225,4.925
5/9/2019 3:45,8.075,7.375,26.174999,5.225,4.925
5/9/2019 4:00,8.075,7.375,26.200001,5.225,4.925
5/9/2019 4:15,8.075,7.375,26.174999,5.225,4.925
5/9/2019 4:30,8.075,7.375,26.200001,5.225,4.925
5/9/2019 4:45,8.075,7.375,26.200001,5.225,4.925
5/9/2019 5:00,8.075,7.375,26.174999,5.225,4.925
5/9/2019 5:15,8.075,7.375,26.200001,5.225,4.925
5/9/2019 5:30,8.075,7.375,26.174999,5.225,4.925
5/9/2019 5:45,8.075,7.375,26.200001,5.225,4.925
5/9/2019 6:00,8.075,7.375,26.174999,5.225,4.925
5/9/2019 6:15,8.075,7.375,26.200001,5.225,4.925
5/9/2019 6:30,8.075,7.375,26.174999,5.225,4.925
5/9/2019 6:45,8.075,7.375,26.200001,5.225,4.925
5/9/2019 7:00,8.075,7.375,26.174999,5.225,4.925
5/9/2019 7:15,8.075,7.375,26.174999,5.225,4.925
5/9/2019 7:30,8.075,7.375,26.174999,5.225,4.925
5/9/2019 7:45,8.075,7.375,26.174999,5.225,4.925
5/9/2019 8:00,8.075,7.375,26.174999,5.225,4.95
5/9/2019 8:15,8.075,7.375,26.174999,5.25,4.925
5/9/2019 8:30,8.075,7.375,26.174999,5.225,4.925
5/9/2019 8:45,8.075,7.375,26.200001,5.225,4.95
5/9/2019 9:00,8.075,7.375,26.200001,5.25,4.925
5/9/2019 9:15,8.075,7.375,26.200001,5.225,4.95
5/9/2019 9:30,8.075,7.375,26.174999,5.225,4.925
5/9/2019 9:45,8.275,7.375,26.200001,5.225,4.95
5/9/2019 10:00,8.275,7.375,26.200001,5.225,4.95
5/9/2019 10:15,8.275,7.375,26.200001,5.25,4.95
5/9/2019 10:30,8.275,7.375,26.200001,5.225,4.95
5/9/2019 10:45,8.275,7.375,26.200001,5.25,4.95
5/9/2019 11:00,8.275,7.375,26.200001,5.225,4.95
5/9/2019 11:15,8.275,7.375,26.200001,5.225,4.95
5/9/2019 11:30,8.275,7.375,26.200001,5.225,4.95
5/9/2019 11:45,8.275,7.375,26.200001,5.25,4.95
5/9/2019 12:00,8.275,7.375,26.200001,5.225,4.95
5/9/2019 12:15,8.275,7.375,26.200001,5.25,4.95
5/9/2019 12:30,8.275,7.375,26.200001,5.25,4.95
5/9/2019 12:45,8.275,7.375,26.200001,5.25,4.95
5/9/2019 13:00,8.275,7.375,26.200001,5.25,4.95
5/9/2019 13:15,8.275,7.375,26.200001,5.25,4.95
5/9/2019 13:30,8.275,7.375,26.700001,5.25,4.95
5/9/2019 13:45,8.275,7.375,26.799999,5.25,4.95
5/9/2019 14:00,8.275,7.375,26.799999,5.25,4.95
5/9/2019 14:15,8.6,7.375,26.799999,5.25,4.95
5/9/2019 14:30,8.7,7.375,26.799999,5.25,4.95
5/9/2019 14:45,8.7,7.375,26.799999,5.25,4.95
5/9/2019 15:00,8.7,7.375,26.799999,5.25,4.95
5/9/2019 15:15,8.7,7.375,26.799999,5.25,4.95
5/9/2019 15:30,8.675,7.375,26.799999,5.25,4.95
5/9/2019 15:45,8.7,7.375,26.799999,5.25,4.95
5/9/2019 16:00,8.7,7.375,26.799999,5.225,4.95
5/9/2019 16:15,8.675,7.375,26.799999,5.25,4.95
5/9/2019 16:30,8.7,7.375,26.799999,5.225,4.95
5/9/2019 16:45,8.675,7.375,26.799999,5.25,4.95
5/9/2019 17:00,8.675,7.375,26.799999,5.225,4.95
5/9/2019 17:15,8.675,7.375,26.799999,5.225,4.925
5/9/2019 17:30,8.675,7.375,26.799999,5.225,4.95
5/9/2019 17:45,8.7,7.375,26.799999,5.225,4.925
5/9/2019 18:00,8.675,7.375,26.799999,5.225,4.95
5/9/2019 18:15,8.675,7.375,26.799999,5.225,4.925
5/9/2019 18:30,8.675,7.375,26.799999,5.225,4.925
5/9/2019 18:45,8.675,7.375,26.799999,5.225,4.925
5/9/2019 19:00,8.675,7.375,26.799999,5.225,4.925
5/9/2019 19:15,8.675,7.375,26.799999,5.225,4.925
5/9/2019 19:30,8.675,7.375,26.799999,5.225,4.925
5/9/2019 19:45,8.675,7.375,26.799999,5.225,4.925
5/9/2019 20:00,8.675,7.375,26.799999,5.225,4.925
5/9/2019 20:15,8.675,7.375,26.799999,5.225,4.925
5/9/2019 20:30,8.675,7.375,26.799999,5.35,4.925
5/9/2019 20:45,8.675,7.375,26.799999,5.35,4.925
5/9/2019 21:00,8.675,7.375,26.799999,5.35,4.925
5/9/2019 21:15,8.675,7.375,26.799999,5.35,4.925
5/9/2019 21:30,8.675,7.375,26.799999,5.35,4.925
5/9/2019 21:45,8.675,7.375,26.799999,5.35,4.925
5/9/2019 22:00,8.675,7.375,26.799999,5.35,4.925
5/9/2019 22:15,8.675,7.375,26.799999,5.35,4.925
5/9/2019 22:30,8.675,7.375,26.799999,5.35,4.925
5/9/2019 22:45,8.675,7.375,26.799999,5.35,4.925
5/9/2019 23:00,8.675,7.375,26.799999,5.35,4.925
5/9/2019 23:15,8.675,7.375,26.799999,5.35,4.925
